2312.8,3512.8,2134.2,2511.8,2917,1918.9,3392,2894.6,3399.6,2406.1,2252.9,3080.4,3922.9,2994.2
2312.7,3512.9,2134.3,2511.8,2917,1918.9,3392.1,2894.6,3399.5,2406.1,2253,3080.5,3922.8,2994.2
2312.8,3512.8,2134.1,2511.8,2917,1918.9,3392,2894.5,3399.5,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.8,2917,1918.9,3391.9,2894.6,3399.6,2406.1,2253,3080.4,3922.8,2994.2
2312.8,3512.9,2134.2,2511.9,2917,1918.9,3392,2894.5,3399.6,2406.1,2252.9,3080.5,3922.8,2994.2
2312.8,3512.9,2134.2,2511.8,2917,1918.9,3392.1,2894.6,3399.6,2406.1,2252.9,3080.4,3922.8,2994.2
2312.7,3512.8,2134.2,2511.8,2917,1918.9,3392,2894.6,3399.6,2406.1,2252.9,3080.4,3922.8,2994.2
2312.8,3512.9,2134.1,2511.8,2917,1918.9,3392,2894.6,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.9,2134.2,2511.8,2917,1918.9,3392.1,2894.5,3399.6,2406.1,2252.9,3080.4,3922.8,2994.2
2312.8,3512.9,2134.2,2511.8,2917,1918.9,3392,2894.6,3399.6,2406.1,2252.9,3080.5,3922.8,2994.2
2312.7,3512.9,2134.2,2511.8,2917,1918.9,3392.1,2894.6,3399.6,2406.1,2252.9,3080.4,3922.8,2994.2
2312.8,3512.9,2134.1,2511.8,2917,1918.9,3392,2894.5,3399.5,2406.1,2252.8,3080.4,3922.8,2994.3
2312.8,3512.8,2134.2,2511.7,2916.9,1918.9,3392,2894.5,3399.5,2406,2252.9,3080.5,3922.8,2994.3
2312.8,3512.9,2134.1,2511.8,2917,1918.9,3392,2894.5,3399.7,2406.1,2252.9,3080.5,3922.8,2994.3
2312.7,3512.8,2134.1,2511.8,2917.1,1919,3392,2894.5,3399.6,2406.2,2252.9,3080.4,3922.8,2994.2
2312.7,3512.9,2134.2,2511.8,2917,1918.9,3392,2894.5,3399.5,2406.2,2252.8,3080.4,3922.8,2994.2
2312.8,3512.9,2134.2,2511.7,2916.9,1918.9,3392,2894.5,3399.6,2406.1,2252.9,3080.4,3922.8,2994.2
2312.8,3512.9,2134.1,2511.8,2917,1918.9,3392,2894.6,3399.6,2406.2,2252.9,3080.4,3922.8,2994.2
2312.8,3512.9,2134.1,2511.8,2917,1918.9,3391.9,2894.6,3399.6,2406.1,2252.9,3080.4,3922.8,2994.2
2312.8,3512.9,2134.1,2511.7,2917,1918.8,3391.9,2894.6,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.9,2134.2,2511.8,2917,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.4,3922.8,2994.2
2312.8,3512.9,2134.2,2511.8,2916.9,1918.8,3392,2894.6,3399.6,2406,2252.9,3080.4,3922.8,2994.2
2312.8,3512.9,2134.2,2511.8,2916.9,1918.9,3392,2894.6,3399.6,2406.1,2252.9,3080.4,3922.8,2994.2
2312.8,3512.8,2134.1,2511.8,2916.9,1918.9,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.8,2917,1918.9,3392,2894.6,3399.6,2406,2252.9,3080.4,3922.8,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.8,2917,1918.8,3392.1,2894.5,3399.6,2406.1,2252.9,3080.4,3922.8,2994.1
2312.9,3512.9,2134.1,2511.8,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.9,3080.4,3922.8,2994.3
2312.7,3512.8,2134.1,2511.8,2917,1918.9,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.8,2994.1
2312.8,3512.8,2134.1,2511.7,2917,1918.9,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.9,2134.1,2511.8,2916.9,1918.9,3392,2894.5,3399.5,2406.1,2252.9,3080.3,3922.8,2994.1
2312.7,3512.8,2134.1,2511.8,2917,1918.8,3392.1,2894.6,3399.6,2406.1,2252.9,3080.4,3922.7,2994.2
2312.8,3512.9,2134.2,2511.8,2917,1918.8,3392.1,2894.6,3399.6,2406.1,2252.9,3080.4,3922.8,2994.3
2312.7,3512.8,2134.1,2511.8,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.4,3922.8,2994.2
2312.8,3512.9,2134.2,2511.8,2917,1918.9,3392,2894.6,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.9,3392,2894.5,3399.6,2406.1,2252.9,3080.4,3922.8,2994.3
2312.8,3512.9,2134.1,2511.8,2917,1918.9,3392,2894.5,3399.6,2406.2,2252.9,3080.4,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.4,3922.7,2994.2
2312.8,3512.8,2134.1,2511.8,2917,1918.9,3392,2894.6,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.9,3512.8,2134.2,2511.8,2917,1918.9,3392,2894.6,3399.6,2406.1,2252.9,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.9,3392,2894.6,3399.5,2406.1,2252.9,3080.4,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.9,3392,2894.6,3399.5,2406,2252.9,3080.3,3922.7,2994.2
2312.8,3512.9,2134.2,2511.8,2917,1918.8,3392,2894.5,3399.5,2406.1,2252.9,3080.3,3922.8,2994.3
2312.8,3512.8,2134.1,2511.8,2916.9,1918.9,3392,2894.5,3399.6,2406.1,2252.9,3080.4,3922.8,2994.2
2312.8,3512.9,2134.2,2511.8,2917,1918.8,3391.9,2894.5,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.8,2916.9,1918.8,3392,2894.5,3399.6,2406,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.8,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.7,2994.2
2312.8,3512.9,2134.2,2511.8,2916.9,1918.9,3392,2894.6,3399.7,2406.1,2252.9,3080.4,3922.8,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.2,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2917,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.7,3512.9,2134.1,2511.7,2916.8,1918.8,3392,2894.5,3399.6,2406,2252.9,3080.3,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.9,3392,2894.6,3399.6,2406.1,2252.9,3080.3,3922.7,2994.2
2312.7,3512.8,2134.2,2511.7,2917,1918.8,3392.1,2894.5,3399.5,2406,2252.9,3080.3,3922.8,2994.2
2312.7,3512.8,2134.1,2511.8,2916.9,1918.9,3391.9,2894.5,3399.5,2406,2252.9,3080.3,3922.8,2994.2
2312.7,3512.9,2134.2,2511.8,2917,1918.8,3392,2894.5,3399.5,2406,2252.9,3080.3,3922.7,2994.1
2312.8,3512.8,2134.1,2511.8,2916.9,1918.9,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.9,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.2,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.7,2994.2
2312.8,3512.9,2134.2,2511.7,2917,1918.8,3392,2894.6,3399.6,2406.1,2252.9,3080.4,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.9,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.6,3399.5,2406.1,2252.9,3080.3,3922.7,2994.1
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.8,2916.9,1918.8,3392.1,2894.5,3399.6,2406.1,2252.9,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.4,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.7,2994.1
2312.7,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.2,3922.8,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.9,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.6,2916.9,1918.8,3392,2894.5,3399.6,2406,2252.8,3080.2,3922.7,2994.1
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.8,3080.3,3922.7,2994.1
2312.8,3512.9,2134.1,2511.8,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.2,2511.7,2916.9,1918.8,3392.1,2894.6,3399.6,2406.1,2252.9,3080.2,3922.7,2994.1
2312.7,3512.8,2134.1,2511.7,2916.9,1918.9,3392,2894.6,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.9,3080.3,3922.7,2994.2
2312.7,3512.9,2134.1,2511.8,2916.9,1918.9,3392,2894.5,3399.5,2406.2,2252.9,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.6,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406,2252.8,3080.2,3922.7,2994.1
2312.8,3512.8,2134.1,2511.7,2917,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.2,2511.7,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.7,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406,2252.8,3080.3,3922.7,2994.1
2312.8,3512.9,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.2,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.7,3512.9,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406,2252.8,3080.4,3922.8,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.8,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.8,3080.3,3922.8,2994.2
2312.8,3512.9,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.8,2994.2
2312.7,3512.8,2134.2,2511.6,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.8,3080.2,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3391.9,2894.6,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.2,2511.8,2917,1918.7,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.8,2994.1
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.8,2994.2
2312.7,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.2,3922.7,2994.1
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.2,2511.7,2916.9,1918.9,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.1
2312.7,3512.9,2134.2,2511.8,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.6,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.2,2511.7,2916.9,1918.8,3392,2894.6,3399.5,2406.1,2252.8,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.1
2312.8,3512.9,2134.2,2511.7,2916.8,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.2,3922.7,2994.2
2312.7,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.6,2917,1918.8,3392,2894.5,3399.6,2406,2252.8,3080.2,3922.7,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.9,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.2,3922.7,2994.1
2312.8,3512.8,2134.2,2511.7,2917,1918.8,3392,2894.4,3399.6,2406.1,2252.9,3080.3,3922.7,2994.2
2312.8,3512.9,2134.2,2511.7,2916.9,1918.8,3391.9,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.2,2511.7,2917,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.4,3922.8,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.2,2511.7,2916.8,1918.8,3392,2894.5,3399.5,2406.1,2252.9,3080.3,3922.7,2994.1
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392.1,2894.6,3399.6,2406.1,2252.8,3080.2,3922.7,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.7,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.9,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.6,2406.1,2252.8,3080.2,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.1,2511.8,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.9,3080.3,3922.6,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.6,3399.5,2406,2252.8,3080.2,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.5,3399.5,2406.1,2252.9,3080.3,3922.7,2994.1
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.6,3399.6,2406,2252.8,3080.3,3922.8,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.2,3922.7,2994.3
2312.7,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.4,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.4,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.9,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.9,3080.3,3922.7,2994.1
2312.8,3512.9,2134.1,2511.7,2916.9,1918.9,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.8,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.9,3391.9,2894.5,3399.5,2406.1,2252.9,3080.3,3922.7,2994.3
2312.7,3512.9,2134.2,2511.7,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.8,3080.3,3922.7,2994.1
2312.8,3512.9,2134.2,2511.7,2917,1918.8,3392,2894.6,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.9,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.6,2406.2,2252.8,3080.3,3922.7,2994.3
2312.8,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.6,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.7,3512.9,2134.2,2511.7,2916.9,1918.8,3391.9,2894.4,3399.5,2406.1,2252.8,3080.3,3922.7,2994.1
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.1
2312.8,3512.9,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.3
2312.8,3512.9,2134.1,2511.7,2916.9,1918.9,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.7,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.6,3399.5,2406,2252.8,3080.2,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.1
2312.7,3512.8,2134.1,2511.7,2916.8,1918.9,3391.9,2894.5,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.8,3080.2,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.9,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.7,3391.9,2894.4,3399.5,2406.1,2252.8,3080.3,3922.8,2994.1
2312.7,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.4,3399.5,2406.1,2252.8,3080.2,3922.7,2994.2
2312.7,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406,2252.8,3080.3,3922.7,2994.1
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.6,3399.6,2406.1,2252.8,3080.2,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.6,3399.4,2406.1,2252.8,3080.3,3922.7,2994.2
2312.8,3512.9,2134.1,2511.7,2916.9,1918.8,3391.9,2894.6,3399.6,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.6,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.7,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.7,3392,2894.5,3399.5,2406,2252.7,3080.2,3922.7,2994.2
2312.8,3512.9,2134.2,2511.6,2916.8,1918.8,3392,2894.4,3399.5,2406.1,2252.7,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.8,1918.8,3391.9,2894.4,3399.5,2406.1,2252.7,3080.3,3922.7,2994.1
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.4,3399.5,2406.1,2252.8,3080.3,3922.7,2994.1
2312.7,3512.9,2134.1,2511.7,2916.8,1918.8,3391.9,2894.5,3399.6,2406.1,2252.8,3080.2,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.6,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.1
2312.8,3512.8,2134.1,2511.6,2916.8,1918.8,3391.9,2894.5,3399.5,2406,2252.7,3080.2,3922.7,2994.1
2312.8,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.5,3399.6,2406,2252.7,3080.2,3922.6,2994.2
2312.8,3512.9,2134.2,2511.7,2916.9,1918.8,3391.9,2894.6,3399.6,2406.1,2252.7,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.5,3399.4,2406.1,2252.7,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.6,2916.8,1918.8,3391.9,2894.5,3399.6,2406.1,2252.8,3080.2,3922.7,2994.1
2312.8,3512.8,2134.2,2511.7,2916.8,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.5,3399.5,2406,2252.7,3080.3,3922.8,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406,2252.8,3080.2,3922.7,2994.2
2312.8,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.6,2994.2
2312.7,3512.9,2134.1,2511.7,2916.8,1918.8,3392,2894.5,3399.5,2406.1,2252.7,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.6,2994.2
2312.7,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.2,2511.7,2916.8,1918.8,3391.9,2894.6,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.7,3512.9,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.6,3399.5,2406.1,2252.7,3080.2,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.6,2406,2252.8,3080.2,3922.7,2994.1
2312.7,3512.8,2134.2,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.2,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406,2252.7,3080.2,3922.7,2994.1
2312.7,3512.8,2134.1,2511.6,2916.9,1918.7,3392,2894.5,3399.5,2406,2252.7,3080.2,3922.7,2994.2
2312.8,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.4,3399.5,2406,2252.7,3080.3,3922.7,2994.1
2312.8,3512.8,2134.1,2511.7,2916.8,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.2,3922.6,2994.1
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.6,2406.1,2252.8,3080.2,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.4,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.6,2916.8,1918.8,3392,2894.5,3399.5,2406.1,2252.7,3080.2,3922.7,2994.1
2312.7,3512.8,2134.2,2511.7,2916.8,1918.8,3391.9,2894.5,3399.5,2406,2252.8,3080.2,3922.6,2994.1
2312.7,3512.9,2134.1,2511.7,2916.9,1918.8,3392,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.2
2312.7,3512.8,2134.1,2511.7,2916.9,1918.8,3391.9,2894.5,3399.5,2406.1,2252.8,3080.3,3922.7,2994.1
2312.7,3512.8,2134.1,2511.7,2916.8,1918.8,3392,2894.5,3399.5,2406,2252.8,3080.3,3922.7,2994.2
2312.8,3512.8,2134.1,2511.6,2916.8,1918.8,3391.9,2894.5,3399.6,2406.1,2252.8,3080.2,3922.7,2994.2
2312.8,3512.7,2134.1,2511.7,2916.9,1918.7,3392,2894.5,3399.5,2406.1,2252.8,3080.2,3922.7,2994.1
